Year,Description,Image Alt,Image Link
2009,Latest Bollywood block-buster Kaminey - Aug '09.,FUPER MAKFA!,https://amul.com/files/hits/amul-hits-139.jpg
2009,Controversy regarding Shah Rukh Khan being detained at the Newark airport - Aug '09,Check de!,https://amul.com/files/hits/amul-hits-138.jpg
2009,Swine Flu panademic creating fear and panic - Aug '09.,PANICDEMIC?,https://amul.com/files/hits/amul-hits-137.jpg
2009,Indian cricket team refusing to sign the Wada clause which requires sportsmen to disclose their whereabouts in advance - Aug '09,WADA you mean!?!,https://amul.com/files/hits/amul-hits-136.jpg
2009,Popular T.V. reality show - July '09,Reality biwi show!,https://amul.com/files/hits/amul-hits-135.jpg
2009,Growing popularity of Facebook - July'09,face bhook!,https://amul.com/files/hits/amul-hits-134.jpg
2009,Longest and most spectacular eclipse of the 21st century - July '09,AMUL'S NEVER ECLIPSED!,https://amul.com/files/hits/amul-hits-133.jpg
2009,Controversy surrounding the friendship of Sachin Tendulkar and Vinod Kambli - July '09,"Dost,toast na raha!",https://amul.com/files/hits/amul-hits-132.jpg
2009,Delhi High Court judgement legalizing Homosexuality - July '09,"OUT OF THE CLOSET, OUT OF THE FRIDGE!",https://amul.com/files/hits/amul-hits-131.jpg
2009,Inauguration of the Bandra Worli sea link in Mumbai - July'09,Early to Worli?,https://amul.com/files/hits/amul-hits-130.jpg
2009,Tribute on the untimely death of King of Pop - Michael Jackson - June'09,BLACK OR WHITE..... EVERYONE'S A FAN!,https://amul.com/files/hits/amul-hits-129.jpg
2009,Indian cricket team defeated at the World Cup - June '09,"Licked,creamed & buttered!",https://amul.com/files/hits/amul-hits-128.jpg
2009,Proposal for 90% reservation for SSC students admisssion to colleges in Maharashra - June'09,"All deserve it, don't reserve it!",https://amul.com/files/hits/amul-hits-127.jpg
2009,Controversy surrounding cricketer Virendra Shewag's injured shoulder - June '09,Khandha kanoon !,https://amul.com/files/hits/amul-hits-126.jpg
2009,Roger Federer wins his first French Open title - June'09,Fed & Breakfast!,https://amul.com/files/hits/amul-hits-125.jpg
2009,Condeming the racial attacks in Australia - June'09,Hazard of Oz!,https://amul.com/files/hits/amul-hits-124.jpg
2009,Deccan chargers winning the Indian Premier League Trophy - May'09,MAKHAN CHARGERS,https://amul.com/files/hits/amul-hits-123.jpg
2009,Landslide victory of the Congress in the General Election - May '09,HANDUSTAN!,https://amul.com/files/hits/amul-hits-122.jpg
2009,Anticipation of the Election results - May'09,Vote's your choice?,https://amul.com/files/hits/amul-hits-121.jpg
2009,Latest T.V. campaign of a leading Cellular Company - May'09,Tasty food?,https://amul.com/files/hits/amul-hits-120.jpg
2009,Out-break of the Swine flu epidemic - April '09,Pig out !,https://amul.com/files/hits/amul-hits-119.jpg
2009,Rain plays spoil-sport during the current IPL cricket matches being played in South - Africa - April'09,Indian Premier Leak!,https://amul.com/files/hits/amul-hits-118.jpg
2009,"Actor Sanjay Dutt's comments at a recent election rally, on U.P. Chief - Minister Mayavati. - April '09",Bread butter ki jhappi!,https://amul.com/files/hits/amul-hits-117.jpg
2009,On the forth-coming Elections - April' 09,Choose the right maska!,https://amul.com/files/hits/amul-hits-116.jpg
2009,Journalist hurls a shoe at Home Minister at a recent press-conference in Delhi - April '09.,Just shoe it!,https://amul.com/files/hits/amul-hits-115.jpg
2009,Profit-sharing imbroglio between film producers and multiplexes -April '09,"Itna sannatta kyun hai, bhai?",https://amul.com/files/hits/amul-hits-114.jpg
2009,"Venue of IPL shifts from India to Cape Town, South Africa - April '09",Escape Town!,https://amul.com/files/hits/amul-hits-113.jpg
2009,Inflammatory speech given at a recent political rally - March '09,Va ruinned ?,https://amul.com/files/hits/amul-hits-241.jpg
2009,Youth to contest the forthcoming elections - March'09,Young ka jung !,https://amul.com/files/hits/amul-hits-240.jpg
2009,Tension between the two Khans of Bollywood - March '09,Grudge -ini !,https://amul.com/files/hits/amul-hits-239.jpg
2009,Terrorists attack the Sri-Lankan cricketers in Lahore - Feb'09,Lashkar -e-tauba!!!,https://amul.com/files/hits/amul-hits-238.jpg
2009,Popular song 'Masakali' composed by A.R.Rehman for delhi-6 -Feb'09,Masaka le!,https://amul.com/files/hits/amul-hits-237.jpg
2009,"A.R. Rehman wins numerous awards for 'Slumdog Millionaire"" - Feb '09",Make Rehman your mehmaan!,https://amul.com/files/hits/amul-hits-236.jpg
2009,"To protest against the attack of girls in the Mangalore pub,an internet based group launches a drive to send pink underwear to the Sene chief on Valentine's Day- Feb'09","Pink Chaddi,yellow buddy!",https://amul.com/files/hits/amul-hits-235.jpg
2009,"Activists ransacked a Mangalore pub, objecting to the presence of women there. - Feb '09",Pub tu toh gaya!,https://amul.com/files/hits/amul-hits-234.jpg
2009,Slumdog Millionaire wins 4 Golden Globe Awards and has got 10 Oscar Nominations - Jan '09,HOTDOG MILLIONAIRE,https://amul.com/files/hits/amul-hits-233.jpg
2009,Actor Sanjay Dutt to contest elections from Lucknow - Jan '09,Chunav bhai?,https://amul.com/files/hits/amul-hits-232.jpg
2009,"Rs.7,000 Cr. scam at Satyam Computer Services - Jan'09","Satyam,Sharam,Scandalam!",https://amul.com/files/hits/amul-hits-231.jpg
2009,Omar Abdullah elected Chief Minister of Jammu & Kashmir - Jan '09,"Omar, Amul la!",https://amul.com/files/hits/amul-hits-230.jpg
2008,Bollywood block-buster ' Ghajini ' starring superstar Aamir Khan - Dec '08,GET AMUL,https://amul.com/files/hits/amul-hits-229.jpg
2008,"The Taj reopened its Tower Wing, three weeks after the terror attack - Dec '08",Yeh taj nahin jukega!,https://amul.com/files/hits/amul-hits-228.jpg
2008,Iraqi journalist's shoe attack on George Bush during a press meet in Baghdad. - Dec'08,Joota Kahin Ka!,https://amul.com/files/hits/amul-hits-227.jpg
2008,Latest Bollywood release 'Rab ne bana di jodi' starring Shah Rukh Khan - Dec '08,Khaale Khaale!,https://amul.com/files/hits/amul-hits-226.jpg
2008,Return of the English Cricket Team to play the test matches at Chennai & Mohali - December '08,Grit Britain!,https://amul.com/files/hits/amul-hits-225.jpg
2008,War of terrorism unleashed in Mumbai - Dec '08,Will the real terrorists please stand up?,https://amul.com/files/hits/amul-hits-224.jpg
2008,Latest Bollywood block-buster 'Dostana' - Nov'08,Toast Khana,https://amul.com/files/hits/amul-hits-223.jpg
2008,"Tribute to Sourav Ganguly - Ex Captain of the Indian Cricket Team, on his retirement - Nov'08",Alvida Dada,https://amul.com/files/hits/amul-hits-222.jpg
2008,Barack Obama elected first African-American president of the United States - Nov '08,Barack Fast In The White House!,https://amul.com/files/hits/amul-hits-221.jpg
2008,"India's Test skipper & leading wicket-taker in both Tests & ODIs, Anil Kumble, announced his retirement from Test Cricket, 18 years after his debut in 1990 - Nov'08",Amul Kumble!,https://amul.com/files/hits/amul-hits-220.jpg
2008,"Controversy surrounding Adam Gilchrist accusing Sachin Tendulkar of not having a sporting attitude & being a liar, in his about to be released autobiography - Oct'08","Gilly,don't be silly!",https://amul.com/files/hits/amul-hits-219.jpg
2008,Chandrayaan 1-India's historic maiden mission to the moon successfully launched - Oct '08,Chaar chaand lag gaye!,https://amul.com/files/hits/amul-hits-218.jpg
2008,"Indian author Aravind Adiga's debut novel ""The White Tiger"" has won him the Booker prize - Oct'08",YELLOW TRYKAR,https://amul.com/files/hits/amul-hits-217.jpg
2008,Recent all India ban on smoking in public places - Oct'08,Dum ko maro!,https://amul.com/files/hits/amul-hits-216.jpg
2008,Bollywood's latest box-office success - Rock On! - Oct'08,Spread the Magik!,https://amul.com/files/hits/amul-hits-215.jpg
2008,Financial crisis hits USA - the land of opportunities - Sept '08,Matter of life and debt!,https://amul.com/files/hits/amul-hits-214.jpg
2008,"Tata Motors Nano plant shut down operations in Singur, West Bengal due to political pressure. - Sept'08",Butter Nano!,https://amul.com/files/hits/amul-hits-213.jpg
2008,"Superstar Akshay Kumar reaffirms his top position in Bollywood with the stupendous success  of his latest film - 'Singh is King"" - Sept '08",Singh is King!,https://amul.com/files/hits/amul-hits-212.jpg
2008,Introduction of the iPhone in India - Aug'08.,i-Fun,https://amul.com/files/hits/amul-hits-211.jpg
2008,"Michael Phelps, 23 year-old American swimmer won unprecedented eight gold medals in  Beijing Olympics 2008. He, thus bettered compatriot Mark Spitz's record of seven gold medals at Munich Olympics 1972 in Germany thirty six years ago - August '08.",Butter fry! Bread stroke!,https://amul.com/files/hits/amul-hits-210.jpg
2008,"Abhinav Bindra’s historic victory winning Olympic gold medal in 10-meter air rifle, an individual event in Beijing, China does India proud – August ’08.","Abhi khao, Bindra!",https://amul.com/files/hits/amul-hits-209.jpg
2008,"Beijing Olympics 2008 big sporting event at the National Stadium better known as  Bird’s Nest in Beijing, China – August ’08.",Munching. Crunching. Beijing.,https://amul.com/files/hits/amul-hits-208.jpg
2008,"Bombay High Court refusing permission to Mrs. Niketa Mehta a resident of Bhayander - Thane District, India to abort her 25-week-old foetus on the grounds of congenital abnormalities – August '08.",Mamta ya gham tha?,https://amul.com/files/hits/amul-hits-207.jpg
2008,"Exhorting courage to citizens of Ahmedabad in Gujarat, India to fight terrorism & threats - August '08","Chaalo, Amdavadi ... fight aathankvadi!",https://amul.com/files/hits/amul-hits-206.jpg
2008,New Indian Hindi Entertainment Channel `colors –ViaCOM 18’ presents serial ‘FEAR FACTOR KHATRON KE KHILADI’ for telecast Monday-Thursday at 10.00 p.m. - August ’08.,BUTTERON KE KHILADI,https://amul.com/files/hits/amul-hits-205.jpg
2008,"Hollywood movie 'The Dark Knight' actor Heath Ledger as The Joker with mesmerizing performance, a fascinating maniacal character and super-villain who likes to carve smiles on people's face after posing the query : Why so serious? - July '08.",AMUL IS SERIOUSLY GOOD!,https://amul.com/files/hits/amul-hits-204.jpg
2008,"Trust vote in Lok Sabha on India-US nuclear deal by Members of Parliament in Delhi, India - July'08.",Preying for victory?,https://amul.com/files/hits/amul-hits-203.jpg
2008,"Hollywood's another Batman movie ""The Dark Knight' with interesting spectacle of stunts and action adventure to save Gotham City from the clutches of crime - July '08.",FOR DARK KNIGHTS AND BRIGHT MORNINGS!,https://amul.com/files/hits/amul-hits-202.jpg
2008,"Bollywood movie ""Jaane Tu . Ya Jaane Na' targeted at younger generation and their lifestyle is enjoyable with romantic comedy, emotions and music that is lovely & energetic.  'Pappu Cant Dance Saala' is a chartbuster - July '08.",Pappu ne liya chance. khaaliya!,https://amul.com/files/hits/amul-hits-201.jpg
2008,22-year-old Spaniard Rafael Nadal popularly known as 'Rafa' -- the new Wimbledon 2008 men's tennis champion dethroning the 26-year-old Swiss star Roger Federer ending his five-year reign as a champion - July '08.,Rafa ka lafa!,https://amul.com/files/hits/amul-hits-200.jpg
2008,"One of India's greatest soldier - inspiring Army Chief, militarily very astute and first Field Marshal  Sam Manekshaw affectionately called 'Sam Bahadur' passed away on Friday June 27, 2008 at the age of 94 years (1914 - 2008) - July '08.","Jai Jawaan, Jai Sam!",https://amul.com/files/hits/amul-hits-199.jpg
2008,"Silver Jubilee celebration of India's World Cup victory, a prestigious cricket tournament by  captain Kapil Dev and his team against mighty West Indies on June 25, 1983 at Lord's, England - June'08",A toast to Lords,https://amul.com/files/hits/amul-hits-198.jpg
2008,"Anil Ambani, Group Chairman & CEO of Anil Dhirubhai Ambani Group (ADA Group) and Steven Spielberg, superstar Hollywood director reportedly sign film deal for around Rs. 2,400 crores (between $ 500 million & $ 600 million) - June '08.",CREAM WORKS,https://amul.com/files/hits/amul-hits-197.jpg
2008,"Big budget Indian movie 'Dasavataram' stands for 10 avatars with popular actor Kamal Hasan performing ten different roles - orthodox Brahmin, a karate fighter, a dwarf, a scientist, a spy, an out cast person, a dark man, a robber, a philosopher and a",DUS BUTTERUM,https://amul.com/files/hits/amul-hits-196.jpg
2008,"Heavy monsoon rainfall in Mumbai - India, water-logging streets and disrupting transport resulting inconvenience to people - June '08",Shanghai yaa Doobai?,https://amul.com/files/hits/amul-hits-195.jpg
2008,Hike in Indian retail fuel prices triggering cost concerns amongst users - June '08,Can't afford this filling?,https://amul.com/files/hits/amul-hits-194.jpg
2008,"'10 Ka Dum' reality television quiz show, an Indian version based on the hit American show  'Power of 10' hosted by Salman Khan popular Bollywood superstar which offers participants a chance to win great prize money - June '08",MASKA DUM,https://amul.com/files/hits/amul-hits-193.jpg
2008,Steven Spielberg's Hollywood movie 'Indiana Jones' featuring charismatic actor Harrison Ford - as the whip-cracking and daring adventure character - June '08,HARRISON'S FOOD,https://amul.com/files/hits/amul-hits-192.jpg
2008,"Indian Premier League (IPL) Twenty20 cricketers in race for top positions - Delhi Daredevils batsman Gautam Gambhir top run getter, Rajasthan Royals captian / spin bowler Shane Warne leading  wicket-taker & Chennai Super Kings captian / wicket-keeper",MOST VALUABLE LAYER!,https://amul.com/files/hits/amul-hits-191.jpg
2008,"Indian - Dalip Singh Rana popularly known as 'The Great Khali' , a huge and impressive  World Wrestling Entertainment (WWE) champion wrestler - May '08",THE GREAT THALI!,https://amul.com/files/hits/amul-hits-190.jpg
2008,"Harbhajan Singh pet named Bhajji in a disgraceful act of slapping India teammate S. Sreesanth in the opposite team after Indian Premier League cricket match at Mohali, India - May '08",POW BHAJJI!,https://amul.com/files/hits/amul-hits-189.jpg
2008,Bollywood superstar Shah Rukh Khan's Indian Premier League Kolkata Knight Riders cricket team extravaganza - April '08,Amul night Snacks,https://amul.com/files/hits/amul-hits-188.jpg
2008,Shah Rukh Khan Bollywood superstar sings for Indian Premier League (IPL) music video 'Run Just Run' his franchisee IPL Kolkata Knight Riders cricket team - April '08.,Khan can sing!,https://amul.com/files/hits/amul-hits-187.jpg
2008,India - leg of Beijing 2008 Olympics torch relay - April '08,Torch me not!,https://amul.com/files/hits/amul-hits-186.jpg
2008,China's crackdown on protests by Tibetan activists - April '08,Cheeni dum!,https://amul.com/files/hits/amul-hits-185.jpg
2008,On Bollywood movie `RACE' a multistarrer and mystery thriller - March'08,RAID EVERYDAY,https://amul.com/files/hits/amul-hits-297.jpg
2008,Indian Hockey men team's shock failure for the first time in eight decades to secure berth for Beijing 2008 Olympics in China - March'08,Shock de India!,https://amul.com/files/hits/amul-hits-296.jpg
2008,"Controversy on the historical facts portrayed in the Bollywood movie ""Jodhaa Akbar"", the storyline is marriage of political alliance of two cultures and traditions which later evolved into love - February '08.",Hysteria repeats itself !,https://amul.com/files/hits/amul-hits-295.jpg
2008,Indian Premier League (IPL) franchisees ranging from Indian business tycoons to Bollywood stars bid for top Indian & International Cricketers during an amazing price auction at Hilton Towers in Mumbai for Twenty20 tournment to be held from April 18 t,Twenty Plenty ?,https://amul.com/files/hits/amul-hits-294.jpg
2008,United States Election 2008: Democrat presidential hopefuls Hillary Clinton & Barack Obama race for nomination on the road to White House – February ’08.,Aunty Sam?,https://amul.com/files/hits/amul-hits-293.jpg
2008,"ndian Cricketer Harbhajan Singh guilty of uttering offensive (abusive) words ‘teri maa ki…’ in his native language to Australian Cricketer Andrew Symonds during 2nd Test Match at Sydney, Australia – February ’08.",Oye Maa ki... dal!,https://amul.com/files/hits/amul-hits-292.jpg
2008,Volatility and turbulence tumbled Indian Stock Market unnerving investors – January ’08.,Stock and share!,https://amul.com/files/hits/amul-hits-291.jpg
2008,Selectors exclude Sourav Ganduly from the Indian Cricket Team one-off Twenty20 match against Australia and the triangular series with Australia & Sri Lanka in Australia – January '08.,Sorrow Gone guli!,https://amul.com/files/hits/amul-hits-290.jpg
2008,Rahul Dravid left out from the Indian Cricket Team for the lone Twenty20 match against Australia and the upcoming tri-series with Australia & Sri Lanka in Australia – January '08.,Senior yet so far!,https://amul.com/files/hits/amul-hits-289.jpg
2008,"Tata Motors unveil “Nano” the world’s cheapest, cost-effective and technologically advanced car with affordable price tag of Rupees one lakh at the 9th Auto Expo in New Delhi, India – January ’08.",Nano ya na maano!,https://amul.com/files/hits/amul-hits-288.jpg
2008,"Controversy regarding umpiring and on field behaviour during the second Australia-India Cricket Test Match at Sydney, Australia - January '08.",THE GOOD THE BAD THE JUNGLEE,https://amul.com/files/hits/amul-hits-287.jpg
2008,"Incident of molestation of two young women by revellers in the wee hours of New Year's Day near J. W. Marriott Five Star Hotel in Juhu, Mumbai - January '08.",Mard ya namard ?,https://amul.com/files/hits/amul-hits-286.jpg
2008,ICC umpire Steve Bucknor's wrong decisions against India during second Australia - India Cricket Test Match at Sydney cost the Indian team hugely. – January '08.,Steve Bhayankar !,https://amul.com/files/hits/amul-hits-285.jpg
2008,"Bollywood film ' Taare Zameen Par' showing successful relationship between a teacher  (Bollywood actor Aamir Khan) and a student with learning disability due to understanding , care and love. - January '08.",Every Bite is Special,https://amul.com/files/hits/amul-hits-284.jpg
2007,Item girl Rakhi Sawant’s outburst following her & partner Abhishek Awasthi defeat in reality dance show 'Nach Baliye 3' alleging Star TV channel in bogus Short Messaging Service (SMS) votes in favour of her opponent and blocking her SMSes - Decembe,Ungli pe nachana!,https://amul.com/files/hits/amul-hits-283.jpg
2007,Narendra Modi leading the ruling Bharatiya Janata Party (BJP) to Gujarat Assembly Election victory to again be Chief Minister of the State – December’07.,Darek mod ma Modi!’,https://amul.com/files/hits/amul-hits-282.jpg
2007,Encouraging Indian Cricket Team for the four-test series in Australia – December ’07.,Aus la rakhna!,https://amul.com/files/hits/amul-hits-281.jpg
2007,"Mumbai mayor Dr.Shubha Raul, cultural organisations and The Brihanmumbai Municipal Corporation (BMC) support ""Bathi bandh ?"" (Lights off) to spread message of conserving power, disastrous effects of global warming as well as pollution due to electric",Bathi bandh ?,https://amul.com/files/hits/amul-hits-280.jpg
2007,"Key Indian cricket fast bowlers Zaheer Khan, Munaf Patel, R.P.Singh and S. Sreesanth grappling with injuries. - December '07.",Lagg gayi ?,https://amul.com/files/hits/amul-hits-279.jpg
2007,"Bollywood's actress and dancing queen Madhuri Dixit in the movie ""Aaja Nachle"" (Let's Dance) in which music and dance being the essence of the movie - November '07.",Aaja munch le!,https://amul.com/files/hits/amul-hits-278.jpg
2007,Pakistan President General Pervez Musharraf's imposition of emergency rule..... November'07.,Mu sharaffat kahan hai !,https://amul.com/files/hits/amul-hits-276.jpg
2007,Indian master blaster Sachin Tendulkar missing century in cricket One-dayers.- November'07.,90% runs 100% fun,https://amul.com/files/hits/amul-hits-277.jpg
2007,"50 Cent international superstar's first mega Hip-Hop concert to delight Indian music fans at MMRDA ground in Bandra-Kurla Complex, Mumbai, India, on 18th November, 2007......November '07.",IN DA CLUB SANDWICH !,https://amul.com/files/hits/amul-hits-275.jpg
2007,"Upcoming releases in November 2007 of two Bollywood movies SAAWARIYA – innocent,  pure love story and Om Shanti Om – a love story – October 2007.",SAVOURIYA,https://amul.com/files/hits/amul-hits-274.jpg
2007,"Times of India’s `Lead India Contest’ across eight Indian Cities – Ahmedabad, Bangalore, Delhi, Hyderabad, Kolkata, Lucknow, Mumbai & Pune showcasing brightest young Indians (25 – 45 years) vision on various issues of literacy, poverty, equal",FEED INDIA,https://amul.com/files/hits/amul-hits-273.jpg
2007,On the hilarious all male Bollywood movie `Dhamaal' - October '07.,DHAMUL,https://amul.com/files/hits/amul-hits-272.jpg
2007,"Indian fast bowler Sreesanth’s aggressive on-field behaviour with Australian batsmen during the second One-day International at Jawaharlal Nehru Stadium, Kochi, India – October ’07.",Sree shaant raho!,https://amul.com/files/hits/amul-hits-271.jpg
2007,"Team India celebrate after winning the inaugural ICC WORLD TWENTY 20, SOUTH AFRICA 2007  cricket World Cup in Johannesburg - September' 07.",Anhoni ko Dhoni karde !,https://amul.com/files/hits/amul-hits-270.jpg
2007,"Entertainers perform during the World Cup cricket matches of ""ICC WORLD TWENTY 20,  SOUTH AFRICA 2007"" - September '07.",Eat Out Or get Out!,https://amul.com/files/hits/amul-hits-269.jpg
2007,Bollywood superstar Shah Rukh Khan's new look... perfect six pack abs... new hair do....  - September '07.,SRK's six pack!,https://amul.com/files/hits/amul-hits-268.jpg
2007,"Box-office debacle of Ram Gopal Verma's Bollywood movie ""AAG"" - Arrival of evil, a remake of yesteryear classic favourite entertainer Sholay - September '07.","Ab tera kya hoga, Ramu?",https://amul.com/files/hits/amul-hits-267.jpg
2007,"Hollywood's Disney-Pixar popular family movie RATATOUILLE (rat-a-too-ee) with the main cute cartoon character ""Remy - the rat"", who loves to cook delicious food - August '07.",BUTTER TOUILLE,https://amul.com/files/hits/amul-hits-266.jpg
2007,Political parties oppose ruling UPA Government's Indo-US civilian nuclear deal - August '07.,Bomb maska!,https://amul.com/files/hits/amul-hits-265.jpg
2007,"CHAKDE! INDIA, the Bollywood movie with focus on women's hockey featuring star-actor Shah Rukh Khan playing coach of the Indian Women's Hockey Team to bring fame to India - August '07.",CHAKH LE INDIA,https://amul.com/files/hits/amul-hits-264.jpg
2007,Bollywood superstar Sanjay Dutt popularly known as Sanju Baba given six-year jail term by TADA Court (Terrorism and Disruptive Activities (Prevention)) being guilty under Arms Act for illegally possessing prohibited arms & ammunition in the 1993 Bomb,"Bole toh, apun saath hai, Baba!",https://amul.com/files/hits/amul-hits-263.jpg
2007,Popular singer - composer Himesh Reshammiya's debut as an actor in the Bollywood film 'AAP KA SUROOR' (The movie: The Real Love Story) - July'07.,Himesha khao!,https://amul.com/files/hits/amul-hits-262.jpg
2007,"Police in Mumbai, India conduct breathalyser or conventional tests on motorists at night to crackdown on drunken driving to avoid road accidents - July '07.",Bread analyser test !,https://amul.com/files/hits/amul-hits-261.jpg
2007,"On the popular movie 'Harry Potter and the Order of the Phoenix' with Harry Potter and other characters at Hogwarts School of Witchcraft & Wizardry. Movie- full of action, adverture and suspense - July '07.",Hoggers School of Wizardry !,https://amul.com/files/hits/amul-hits-260.jpg
2007,Bollywood actress Bipasha Basu co-hosted the grand event at Lisbon to reveal the new Seven Wonders of the World shares happy times with Portuguese soccer star Cristiano Ronaldo - July '07.,Bips Smacking !,https://amul.com/files/hits/amul-hits-259.jpg
2007,India's Taj Mahal a masterpiece of architecture of 17th Century in the worldwide race for inclusion in the new Seven Wonders of the World. It was built by Mughal Emperor Shah Jahan as a symbol of enduring love for his wife Mumtaz on the outskirt of A,Taaja Maal!,https://amul.com/files/hits/amul-hits-258.jpg
2007,"On demise of the famous former Indian Test Cricketer Dilip Sardesai, an outstanding batsman with great technique - July '07.",To Sar With Love,https://amul.com/files/hits/amul-hits-257.jpg
2007,On Congress - led United Progressive Alliance (UPA) and Left Party's nominee Ms Pratibha Patil for Presidential election - June' 07.,Setting a president!,https://amul.com/files/hits/amul-hits-256.jpg
2007,On Congress - led United Progressive Alliance (UPA) and Left Party's nominee Ms Pratibha Patil for Presidential election - June' 07.,Pratibhashaali !,https://amul.com/files/hits/amul-hits-255.jpg
2007,"Superstar Rajinikant's popular Tamil movie 'Sivaji - The Boss' laced with superb performances, dialogues, fight sequences and pulsating songs - June '07.",Giveji!,https://amul.com/files/hits/amul-hits-254.jpg
2007,Board of Control for Cricket in India (BCCI) continues the great search for full-time Cricket Coach for Team India after South African Coach Graham Ford and England's John Emburey decline coaching assignment - June '07.,Dhoondh baraabar dhoondh!,https://amul.com/files/hits/amul-hits-253.jpg
2007,"Death of Tulsi Virani, the favourite lady actress in an episode of the long running popular Indian TV serial 'Kyunki Saas Bhi Kabhi Bahu Thi' - June'07.",Yeh Tulsi har aangan ki!,https://amul.com/files/hits/amul-hits-252.jpg
2007,"Bollywood romantic comedy film CHEENI KUM (A Sugar Free Romance) in which superstar Amitabh Bachchan shares time with little girl his neighbour, suffering from leukaemia, wise beyond her years - June '07.","CHEENI KUM, BUTTER ZYADA",https://amul.com/files/hits/amul-hits-251.jpg
2007,"Underworld don Dawood Ibrahim's sister Haseena Parkar granted bail in case of extortion, cheating & forgery - May '07.",Haseena maan jayegi?,https://amul.com/files/hits/amul-hits-250.jpg
2007,"Richard Gere Hollywood actor and Shilpa Shetty Bollywood actress in a controversial incident in public at an AIDS function in India - May, 2007.",Kiss kis par case !,https://amul.com/files/hits/amul-hits-249.jpg
2007,Mayawati leader of Bahujan Samaj Party (BSP) becomes Chief Minister of Uttar Pradesh for the fourth time after her party's splendid Assembly Election success - May 2007.,Maya worthy!!,https://amul.com/files/hits/amul-hits-248.jpg
2007,On Super Jumbo A380 Airbus double-decker the world's largest civilian passenger aircraft in India for first time - May' 07.,Jumbo pav !,https://amul.com/files/hits/amul-hits-247.jpg
2007,On Bollywood's comedy film Bheja Fry - May' 07.,"Bheja Fry, maska marke !",https://amul.com/files/hits/amul-hits-246.jpg
2007,On Bollywood superstars Amitabh and Jaya Bachchan's son Abhishek's wedding with Aishwarya at their residence Prateeksha in Mumbai - April 2007.,No Prateeksha for this Jalsa!,https://amul.com/files/hits/amul-hits-245.jpg
2007,Sanjaya Malakar youngest semifinalists in American Idol Season 6 - singing contest - April '07,Amulickin Idol,https://amul.com/files/hits/amul-hits-244.jpg
2007,Indian Cricket Coach Mr. Greg Chappell resigns after debacle in ICC World Cup 2007 and bitter feud with players - April '07,Coach na kaho!,https://amul.com/files/hits/amul-hits-243.jpg
2007,Load shedding in Mumbai & its suburbs and parts of Maharashtra due to power shortage - April '07,Ta ta power?,https://amul.com/files/hits/amul-hits-242.jpg
2007,"Indian batting maestro Sachin Tendulkar - the Master Blaster to appear as superhero in a new range of comic books, animation and games - March '07",Maska Blaster!,https://amul.com/files/hits/amul-hits-350.jpg
2007,"Popular singer Shakira Isabel Mebarak Ripoll to perform live musical concert to regale Indian fans on her 'Oral Fixation Tour' at MMRDA Grounds in Bandra-Kurla Complex, Mumbai, India - March '07",LIPS DON'T LIE!,https://amul.com/files/hits/amul-hits-349.jpg
2007,"Rave party revellers arrested for consumption of prohibited drugs at a secluded farmhouse in the foothills of Sinhgad Fort, Pune - March '07",All parties rave about it!,https://amul.com/files/hits/amul-hits-348.jpg
2007,"Wedding of Elizabeth Hurley British actress - model with Arun Nayar textile tycoon in traditional Indian style at Umaid Bhawan Palace, luxury resort in Jodhpur, India - March '07",Hurley Matrimony!,https://amul.com/files/hits/amul-hits-347.jpg
2007,On Indian Cricket Team's defeats with Bangladesh & Sri Lanka resulting in exist from ICC World Cup 2007 in West Indies - March '07,WORLD CUP KHO LIYA!,https://amul.com/files/hits/amul-hits-351.jpg
2007,"On Amitabh Bachchan receiving Rolls Royce Phantom as a gift for his performance in Bollywood film ""Eklavya"" from producer-director Vidhu Vinod Chopra - March '07",Great with Rolls!,https://amul.com/files/hits/amul-hits-346.jpg
2007,On return of popular detective serial 'Karamchand' having plots connected well to the masses with delightful mix of humour and logic - February '07,Makhanchand!,https://amul.com/files/hits/amul-hits-345.jpg
2007,On media making comparisons of Bollywood superstars Amitabh Bachchan the earlier host and Shah Rukh Khan the current host on their individual style and audience appeal of quiz show Kaun Banega Crorepati - February '07,"Don fight, just bite!",https://amul.com/files/hits/amul-hits-344.jpg
2007,Indian Bollywood actress Shilpa Shetty winner of British reality television show Big Brother - February 2007,Shilpa set hai!,https://amul.com/files/hits/amul-hits-343.jpg
2007,Superstar Shah Rukh Khan new host of the popular entertaining gameshow Kaun Banega Crorepati in an unchanged format - January '07,Khan banega crorepati !,https://amul.com/files/hits/amul-hits-342.jpg
2007,On engagement of Bollywood celebrity stars Abhishek Bachchan and Aishwarya Rai - January '07,Ash Bechain!,https://amul.com/files/hits/amul-hits-341.jpg
2007,Bollywood star Shilpa Shetty first-ever Indian on Big Brother a U.K. hit TV reality show - January '07,Big Butter,https://amul.com/files/hits/amul-hits-340.jpg
2007,On traffic inconvenience due to road construction activity in Mumbai - January '07,Kaun banega roadpati?,https://amul.com/files/hits/amul-hits-339.jpg
2006,"Australian master leg-spinner Shane Warne became the first cricketer to achieve unimaginable milestone of claiming 700 Test wickets during the fourth Ashes Test against England on his home ground at Melbourne Cricket Ground, Australia - December '06",700,https://amul.com/files/hits/amul-hits-338.jpg
